n2,h1,blanks,calculated_length,lloc,multi_comments,difficulty,h2,scloc,smell_type,time,comments,bugs,volume,vocabulary,single_comments,loc,n1,effort,length,avg_params,avg_complexity,avg_func_length,max_func_length,maintainability_index
137,10,36,681.4608457,201,43,6.989795918,98,220,LargeClass,540.3527072,25,0.463835608,1391.506825,108,29,328,69,9726.348729,206,0,0,0,0,0
38,9,28,221.2790995,166,34,4.621621622,37,180,LargeClass,82.25628751,14,0.106788864,320.3665935,46,11,253,20,1480.613175,58,0,0,0,0,0
27,6,6,84.99664331,32,4,4.764705882,17,43,LargeClass,49.09395182,3,0.061822013,185.4660402,23,6,59,14,883.6911327,41,0,0,0,0,0
16,6,22,68.81274391,124,37,3.428571429,14,109,LargeClass,20.58060998,14,0.036016067,108.0482024,20,27,195,9,370.4509796,25,0,0,0,0,0
25,6,44,107.7484409,187,57,3.571428571,21,150,LargeClass,36.79377234,15,0.061813538,185.4406126,27,43,294,14,662.2879021,39,0,0,0,0,0
38,9,23,201.5030616,113,4,5.029411765,34,91,LargeClass,86.42124602,9,0.10309903,309.297091,43,31,149,19,1555.582428,57,0,0,0,0,0
44,8,94,250.4773318,388,155,4.19047619,42,315,LargeClass,95.91569355,44,0.137333834,412.0015019,50,85,649,29,1726.482484,73,0,0,0,0,0
108,18,58,667.2679623,215,33,10.68131868,91,189,LargeClass,670.719629,14,0.376762261,1130.286782,109,37,317,59,12072.95332,167,0,0,0,0,0
24,7,23,89.13835276,95,10,4.941176471,17,83,LargeClass,45.31021765,8,0.05501955,165.05865,24,18,134,12,815.5839178,36,0,0,0,0,0
124,15,70,796.3354503,310,71,8.532110092,109,333,LargeClass,623.0066695,104,0.438114368,1314.343103,124,107,581,65,11214.12005,189,0,0,0,0,0
51,10,51,308.3400633,190,65,5.204081633,49,174,LargeClass,136.0611318,14,0.156870481,470.6114439,59,15,305,29,2449.100372,80,0,0,0,0,0
5,2,60,13.60964047,99,11,1.0,5,96,LargeClass,1.091749136,77,0.006550495,19.65148445,7,79,246,2,19.65148445,7,0,0,0,0,0
287,10,41,1819.118204,344,78,6.293859649,228,442,LargeClass,1198.053985,92,1.14211697,3426.350909,238,93,654,147,21564.97173,434,0,0,0,0,0
12,5,6,54.62919048,45,0,2.5,12,43,LargeClass,10.2186571,8,0.024524777,73.57433114,17,10,59,6,183.9358279,18,0,0,0,0,0
25,6,14,84.99664331,95,14,4.411764706,17,235,LargeClass,42.1312143,17,0.057298451,171.8953543,23,16,279,13,758.3618573,38,0,0,0,0,0
49,6,21,276.575451,102,5,3.127659574,47,107,LargeClass,73.65049492,19,0.141288705,423.8661136,53,16,149,25,1325.708909,74,0,0,0,0,0
23,7,14,117.7589801,47,12,3.659090909,22,54,LargeClass,34.56404408,5,0.056676445,170.0293348,29,5,85,12,622.1527934,35,0,0,0,0,0
104,8,27,521.9986791,195,14,5.265822785,79,246,LargeClass,297.807166,8,0.339328357,1017.985072,87,6,293,54,5360.528989,158,0,0,0,0,0
8,3,2,28.7548875,36,9,1.5,8,35,LargeClass,3.17114565,1,0.012684583,38.05374781,11,1,47,3,57.08062171,11,0,0,0,0,0
13,4,7,56.10571634,45,6,2.0,13,47,LargeClass,8.62908822,4,0.025887265,77.66179398,17,4,64,6,155.323588,19,0,0,0,0,0
101,6,104,607.7190873,1091,184,3.32967033,91,1318,LargeClass,188.0129017,182,0.338795526,1016.386578,97,211,1817,53,3384.232231,154,0,0,0,0,0
96,7,26,471.5086773,111,52,4.602739726,73,277,LargeClass,236.0186489,13,0.307667167,923.0015019,80,13,368,50,4248.33568,146,0,0,0,0,0
28,6,36,137.7212077,107,79,3.230769231,26,106,LargeClass,38.58974359,1,0.071666667,215.0,32,1,222,15,694.6153846,43,0,0,0,0,0
122,8,28,688.385619,166,0,4.88,100,204,LargeClass,346.1204356,58,0.425557913,1276.673738,108,58,290,67,6230.167841,189,0,0,0,0,0
103,13,35,656.2474858,226,53,7.198924731,93,223,LargeClass,435.9041365,41,0.363307705,1089.923114,106,50,361,59,7846.274458,162,0,0,0,0,0
62,10,35,365.6940118,176,19,5.438596491,57,184,LargeClass,175.9520607,33,0.194114854,582.3445623,67,37,275,34,3167.137093,96,0,0,0,0,0
74,11,26,363.2656234,114,4,7.267857143,56,89,LargeClass,271.8727295,2,0.2244453,673.3359001,67,24,143,37,4893.709131,111,0,0,0,0,0
8,1,13,15.509775,8,7,0.666666667,6,80,LargeClass,1.247713299,12,0.01122942,33.68825906,7,10,110,4,22.45883938,12,0,0,0,0,0
16,2,27,66.0,99,0,1.0,16,252,LargeClass,5.559900002,29,0.0333594,100.0782,18,29,308,8,100.0782,24,0,0,0,0,0
2,1,4,2.0,33,0,0.5,2,33,LargeClass,0.132080208,0,0.001584963,4.754887502,3,0,37,1,2.377443751,3,0,0,0,0,0
68,9,83,434.9573008,230,0,4.567164179,67,983,LargeClass,166.4559793,29,0.218677463,656.0323889,76,19,1085,37,2996.207627,105,0,0,0,0,0
128,7,62,790.3317072,238,27,3.96460177,113,363,LargeClass,293.607369,40,0.444343295,1333.029885,120,29,481,65,5284.932641,193,0,0,0,0,0
12,1,42,43.01955001,180,115,0.5,12,340,LargeClass,1.850219859,12,0.022202638,66.60791493,13,12,509,6,33.30395746,18,0,0,0,0,0
5,2,27,10.0,186,0,1.25,4,184,LargeClass,1.436090278,8,0.006893233,20.67970001,6,8,219,3,25.84962501,8,0,0,0,0,0
14,5,39,59.71535681,237,0,2.692307692,13,218,LargeClass,14.34525481,37,0.031969425,95.90827503,18,48,305,9,258.2145866,23,0,0,0,0,0
58,12,123,276.3489345,575,0,8.093023256,43,540,LargeClass,239.1421351,150,0.177295031,531.8850936,55,156,819,34,4304.558432,92,0,0,0,0,0
14,2,48,55.30296891,210,32,1.0,14,259,LargeClass,4.666666667,8,0.028,84.0,16,6,345,7,84.0,21,0,0,0,0,0
2,1,22,2.0,113,67,0.5,2,108,LargeClass,0.132080208,0,0.001584963,4.754887502,3,0,197,1,2.377443751,3,0,0,0,0,0
16,5,20,59.71535681,83,68,3.076923077,13,322,LargeClass,17.10738462,5,0.0333594,100.0782,18,5,415,8,307.9329232,24,0,0,0,0,0
8,3,26,28.7548875,181,0,1.5,8,192,LargeClass,3.747717587,1,0.01499087,44.97261104,11,1,219,5,67.45891656,13,0,0,0,0,0
38,2,184,136.6059378,615,11,1.357142857,28,988,LargeClass,21.08794649,124,0.093230921,279.6927639,30,73,1256,19,379.5830368,57,0,0,0,0,0
3,2,60,4.0,209,45,1.5,2,311,LargeClass,0.833333333,54,0.003333333,10.0,4,54,470,2,15.0,5,0,0,0,0,0
10,2,51,35.21928095,325,58,1.0,10,337,LargeClass,2.987468751,56,0.017924813,53.77443751,12,56,502,5,53.77443751,15,0,0,0,0,0
2,1,39,2.0,220,0,0.5,2,149,LargeClass,0.176106945,3,0.002113283,6.339850003,3,3,191,2,3.169925001,4,0,0,0,0,0
246,15,89,1318.199818,395,9,10.85294118,170,401,LargeClass,1716.490439,42,0.948954064,2846.862192,185,37,536,132,30896.82791,378,0,0,0,0,0
191,15,110,1291.681976,367,152,8.577844311,167,370,LargeClass,1051.877995,64,0.735763875,2207.291624,182,49,681,103,18933.8039,294,0,0,0,0,0
129,4,72,729.3369675,592,0,2.411214953,107,552,LargeClass,182.0310793,19,0.452961058,1358.883173,111,19,643,71,3276.559427,200,0,0,0,0,0
116,5,82,517.3638881,388,0,3.625,80,395,LargeClass,229.7588612,33,0.380290529,1140.871587,85,33,510,62,4135.659502,178,0,0,0,0,0
58,5,85,300.9033329,404,0,2.843137255,51,397,LargeClass,80.7209682,48,0.170349078,511.0472331,56,48,530,30,1452.977428,88,0,0,0,0,0
65,4,70,384.5686352,362,0,2.063492063,63,351,LargeClass,68.14989091,29,0.198158914,594.4767407,67,28,449,33,1226.698036,98,0,0,0,0,0
284,5,6,158.8163583,14,0,23.66666667,30,72,LargeClass,2899.944639,7,0.735197232,2205.591697,35,0,78,146,52199.0035,430,0,0,0,0,0
35,5,6,121.6487405,9,0,3.645833333,24,36,LargeClass,56.08606531,6,0.092301639,276.9049167,29,1,43,22,1009.549176,57,0,0,0,0,0
48,5,6,178.0746464,9,0,3.636363636,33,36,LargeClass,81.63442799,6,0.134696806,404.0904185,38,1,43,29,1469.419704,77,0,0,0,0,0
50,3,5,68.7548875,14,0,4.6875,16,48,LargeClass,89.60472099,9,0.114694043,344.0821286,19,0,53,31,1612.884978,81,0,0,0,0,0
14,2,5,13.60964047,20,0,2.8,5,40,LargeClass,11.35419102,4,0.024330409,72.99122797,7,4,49,12,204.3754383,26,0,0,0,0,0
516,12,405,2043.876982,2363,0,12.33466135,251,4049,LargeClass,5018.463324,14,2.441151733,7323.455199,263,15,4469,395,90332.33983,911,0,0,0,0,0
185,16,72,1165.684982,199,143,9.736842105,152,235,LargeClass,1111.657559,25,0.685021415,2055.064244,168,25,475,93,20009.83606,278,0,0,0,0,0
141,7,37,603.9182631,152,20,5.483333333,90,198,LargeClass,484.5374901,27,0.530192998,1590.578995,97,35,290,100,8721.674822,241,0,0,0,0,0
315,5,61,2335.732802,158,5,2.763157895,285,221,LargeClass,626.5882117,6,1.360591545,4081.774636,290,5,292,184,11278.58781,499,0,0,0,0,0
35,7,56,160.5329333,174,0,4.224137931,29,258,LargeClass,74.00816968,39,0.105121808,315.3654251,36,39,353,26,1332.147054,61,0,0,0,0,0
8,2,40,17.509775,124,62,1.333333333,6,107,LargeClass,2.666666667,1,0.012,36.0,8,11,220,4,48.0,12,0,0,0,0,0
4,1,23,8.0,106,0,0.5,4,111,LargeClass,0.515984021,0,0.006191808,18.57542476,5,0,134,4,9.28771238,8,0,0,0,0,0
57,4,47,187.5249056,271,0,3.257142857,35,266,LargeClass,104.2482666,22,0.192036281,576.1088419,39,22,335,52,1876.468799,109,0,0,0,0,0
54,4,29,187.5249056,203,0,3.085714286,35,213,LargeClass,73.3915851,0,0.14270586,428.1175797,39,0,242,27,1321.048532,81,0,0,0,0,0
54,4,40,187.5249056,234,0,3.085714286,35,246,LargeClass,73.3915851,0,0.14270586,428.1175797,39,0,286,27,1321.048532,81,0,0,0,0,0
319,19,147,1700.702181,482,125,14.43095238,210,479,LargeClass,3035.579238,64,1.26211181,3786.33543,229,58,809,164,54640.42628,483,0,0,0,0,0
247,19,121,1349.163403,280,99,13.72222222,171,315,LargeClass,2181.380058,44,0.953801807,2861.40542,190,40,575,131,39264.84104,378,0,0,0,0,0
403,20,181,2420.161764,701,85,14.09090909,286,742,LargeClass,3994.824149,126,1.701021896,5103.065687,306,120,1128,215,71906.83468,618,0,0,0,0,0
244,16,67,1421.472106,306,58,10.78453039,181,302,LargeClass,1675.971753,36,0.932431006,2797.293018,197,35,462,123,30167.49155,367,0,0,0,0,0
100,16,64,624.5360841,224,68,9.195402299,87,226,LargeClass,508.9596825,25,0.332096193,996.2885786,103,24,382,49,9161.274286,149,0,0,0,0,0
72,11,89,392.4671835,141,158,6.6,60,135,LargeClass,250.2947078,2,0.227540643,682.6219303,71,4,386,39,4505.30474,111,0,0,0,0,0
193,6,28,987.9401704,180,0,4.226277372,137,313,LargeClass,529.5430388,79,0.75178649,2255.359471,143,79,420,122,9531.774699,315,0,0,0,0,0
1047,18,236,2963.826865,1166,0,27.47230321,343,1178,LargeClass,21135.73054,164,4.616081231,13848.24369,361,155,1569,583,380443.1496,1630,0,0,0,0,0
65,8,68,243.6596322,263,0,6.341463415,41,297,LargeClass,229.4575188,14,0.217102114,651.3063419,49,17,382,51,4130.235339,116,0,0,0,0,0
127,6,38,794.4592366,231,0,3.342105263,114,233,LargeClass,246.2245911,7,0.442040998,1326.122994,120,7,278,65,4432.042639,192,0,0,0,0,0
151,5,94,675.9952595,593,0,3.775,100,633,LargeClass,321.0528398,21,0.510282659,1530.847978,105,21,748,77,5778.951117,228,0,0,0,0,0
272,8,209,1480.3128,552,0,5.666666667,192,603,LargeClass,1061.222034,27,1.12364686,3370.94058,200,20,832,169,19101.99662,441,0,0,0,0,0
513,15,92,2498.256138,393,0,12.95454545,297,455,LargeClass,4925.420546,9,2.281247411,6843.742233,312,12,559,313,88657.56983,826,0,0,0,0,0
332,12,145,2081.579676,539,0,7.811764706,255,775,LargeClass,1924.030166,73,1.477794254,4433.382762,267,73,993,218,34632.54299,550,0,0,0,0,0
270,20,94,1506.701266,297,199,14.36170213,188,290,LargeClass,2512.882855,44,1.049826615,3149.479845,208,42,625,139,45231.89139,409,0,0,0,0,0
569,22,152,3626.343684,452,437,15.37837838,407,443,LargeClass,6507.403761,42,2.538916757,7616.750272,429,37,1069,302,117133.2677,871,0,0,0,0,0
6,1,70,15.509775,197,0,0.5,6,192,LargeClass,0.701838731,1,0.008422065,25.2661943,7,1,263,3,12.63309715,9,0,0,0,0,0
59,9,61,289.595001,265,16,5.64893617,47,274,LargeClass,169.4944492,13,0.180028003,540.0840078,56,14,365,34,3050.900086,93,0,0,0,0,0
13,2,37,40.05374781,162,15,1.181818182,11,202,LargeClass,5.10212143,17,0.025903078,77.70923408,13,11,265,8,91.83818573,21,0,0,0,0,0
24,5,14,35.60964047,27,0,7.5,8,112,LargeClass,55.50659577,9,0.044405277,133.2158299,13,9,135,12,999.1187239,36,0,0,0,0,0
21,6,115,79.509775,339,0,3.9375,16,239,LargeClass,31.21602133,8,0.047567271,142.7018118,22,109,463,11,561.8883839,32,0,0,0,0,0
280,15,87,1816.704127,419,0,9.333333333,225,454,LargeClass,1758.843886,171,1.130685355,3392.056066,240,169,710,149,31659.18994,429,0,0,0,0,0
117,13,27,330.2985258,133,0,15.21,50,132,LargeClass,904.0934748,36,0.356644369,1069.933106,63,35,194,62,16273.68255,179,0,0,0,0,0
44,7,42,259.8664757,146,0,3.5,44,144,LargeClass,72.79612522,5,0.124793358,374.3800726,51,5,191,22,1310.330254,66,0,0,0,0,0
165,10,64,812.1687426,178,93,7.236842105,114,188,LargeClass,710.1617139,101,0.588788621,1766.365863,124,101,446,89,12782.91085,254,0,0,0,0,0
91,8,151,592.4299824,376,299,4.136363636,88,322,LargeClass,208.823129,26,0.302908275,908.7248251,96,35,807,47,3758.816322,138,0,0,0,0,0
112,13,104,546.1043954,225,239,9.215189873,79,224,LargeClass,567.7609196,4,0.369668511,1109.005533,92,3,570,58,10219.69655,170,0,0,0,0,0
32,6,66,162.7164929,184,164,3.2,30,152,LargeClass,44.11669335,4,0.0827188,248.1564001,36,4,386,16,794.1004802,48,0,0,0,0,0
85,17,132,521.3440611,337,288,9.897260274,73,339,LargeClass,460.4695116,48,0.279149683,837.4490494,90,46,805,44,8288.451208,129,0,0,0,0,0
118,14,105,717.6885879,379,138,8.26,100,393,LargeClass,564.3967152,27,0.409973401,1229.920203,114,29,665,62,10159.14087,180,0,0,0,0,0
307,15,58,1724.464822,433,108,10.70930233,215,440,LargeClass,2240.525996,30,1.255278408,3765.835224,230,30,636,173,40329.46793,480,0,0,0,0,0
70,9,12,241.4064488,63,32,7.875,40,63,LargeClass,262.8386046,5,0.200257984,600.7739533,49,1,108,37,4731.094882,107,0,0,0,0,0
155,14,306,1103.017355,552,485,7.431506849,146,560,LargeClass,716.4372907,79,0.578432319,1735.296958,160,80,1431,82,12895.87123,237,0,0,0,0,0
38,5,20,184.5833771,50,10,2.794117647,34,103,LargeClass,46.7654461,0,0.100422642,301.2679265,39,0,133,19,841.7780299,57,0,0,0,0,0
87,12,46,517.862041,158,128,6.868421053,76,159,LargeClass,317.9570222,5,0.27775556,833.2666788,88,4,337,42,5723.226399,129,0,0,0,0,0
213,17,85,1145.142978,278,83,12.15100671,149,292,LargeClass,1603.097637,39,0.791587566,2374.762697,166,40,500,109,28855.75747,322,0,0,0,0,0
283,19,205,2185.467449,662,235,10.26145038,262,641,LargeClass,1994.029733,35,1.165934439,3497.803318,281,51,1132,147,35892.53519,430,0,0,0,0,0
242,11,115,1087.768133,471,24,9.116438356,146,528,LargeClass,1466.715626,23,0.965321479,2895.964437,157,23,690,155,26400.88127,397,0,0,0,0,0
24,6,12,107.7484409,39,5,3.428571429,21,93,LargeClass,32.60494287,5,0.05705865,171.1759501,27,3,113,12,586.8889717,36,0,0,0,0,0
545,18,126,3512.435249,512,27,12.3241206,398,697,LargeClass,4896.62059,56,2.383920483,7151.761448,416,39,889,277,88139.17061,822,0,0,0,0,0
61,9,78,382.9427607,237,126,4.575,60,218,LargeClass,144.3902468,13,0.189364258,568.0927745,69,19,441,32,2599.024443,93,0,0,0,0,0
357,16,150,1638.29342,418,305,13.93170732,205,434,LargeClass,3375.517571,22,1.453741811,4361.225433,221,17,906,203,60759.31628,560,0,0,0,0,0
131,14,58,613.839053,186,22,10.54022989,87,199,LargeClass,771.9698762,34,0.439441958,1318.325874,101,28,307,67,13895.45777,198,0,0,0,0,0
185,13,70,1298.854341,348,52,7.115384615,169,426,LargeClass,845.8300692,38,0.713240491,2139.721472,182,41,589,100,15224.94125,285,0,0,0,0,0
200,17,179,1197.286151,504,206,10.96774194,155,462,LargeClass,1375.589113,40,0.752528162,2257.584485,172,70,917,104,24760.60403,304,0,0,0,0,0
273,14,74,1636.722078,273,137,9.276699029,206,307,LargeClass,1652.242046,4,1.068640067,3205.920202,220,4,522,139,29740.35683,412,0,0,0,0,0
40,7,55,225.782171,143,85,3.58974359,39,130,LargeClass,67.19546881,3,0.112312426,336.9372793,46,6,276,21,1209.518439,61,0,0,0,0,0
60,12,90,304.085226,125,178,7.659574468,47,108,LargeClass,235.305722,22,0.184322816,552.9684466,59,23,399,34,4235.502996,94,0,0,0,0,0
53,7,24,225.782171,80,14,4.756410256,39,83,LargeClass,119.685044,5,0.15097736,452.9320804,46,5,126,29,2154.330793,82,0,0,0,0,0
1783,23,1529,12017.39015,2401,2695,17.5402053,1169,2624,LargeClass,27295.23035,291,9.336913638,28010.74091,1192,264,7112,958,491314.1463,2741,0,0,0,0,0
834,20,553,6160.230902,1426,869,12.83076923,650,1457,LargeClass,8465.343689,140,3.958613955,11875.84187,670,154,3033,431,152376.1864,1265,0,0,0,0,0
112,12,62,667.1558328,212,58,7.073684211,95,203,LargeClass,445.0787467,34,0.377522151,1132.566454,107,30,353,56,8011.417441,168,0,0,0,0,0
80,13,53,522.9482074,151,2,6.842105263,76,174,LargeClass,302.7689402,14,0.265505071,796.515212,89,13,242,43,5449.840924,123,0,0,0,0,0
110,13,65,616.5356988,158,11,8.125,88,185,LargeClass,492.8926,31,0.363982228,1091.946683,101,25,286,54,8872.066801,164,0,0,0,0,0
98,16,56,640.3402754,227,26,8.808988764,89,278,LargeClass,489.5950714,36,0.333474194,1000.422582,105,25,385,51,8812.711285,149,0,0,0,0,0
77,13,34,484.7377618,153,11,7.049295775,71,203,LargeClass,290.3952777,19,0.247169607,741.508821,84,11,259,39,5227.114999,116,0,0,0,0,0
316,20,120,2143.884071,680,9,12.29571984,257,847,LargeClass,2654.838887,115,1.295494166,3886.482498,277,105,1081,163,47787.09997,479,0,0,0,0,0
304,17,81,1911.152213,399,11,11.04273504,234,469,LargeClass,2264.266604,58,1.230274888,3690.824665,251,59,620,159,40756.79887,463,0,0,0,0,0
83,10,26,485.0764737,136,28,5.684931507,73,145,LargeClass,253.6916376,7,0.267751656,803.2549683,83,6,205,43,4566.449478,126,0,0,0,0,0
329,19,109,2347.340469,510,56,11.20250896,279,580,LargeClass,2532.070997,21,1.356162806,4068.488418,298,20,765,166,45577.27795,495,0,0,0,0,0
393,15,128,2633.923068,613,25,9.477491961,311,732,LargeClass,2663.875134,41,1.686443087,5059.329261,326,38,923,213,47949.75241,606,0,0,0,0,0
85,14,48,489.9350144,173,21,8.38028169,71,228,LargeClass,381.9555663,65,0.273467347,820.4020398,85,67,364,43,6875.200193,128,0,0,0,0,0
32,6,22,107.7484409,111,39,4.571428571,21,103,LargeClass,57.96434288,8,0.0760782,228.2346001,27,8,172,16,1043.358172,48,0,0,0,0,0
106,10,41,523.480654,123,27,6.794871795,78,148,LargeClass,402.3342557,11,0.355268739,1065.806217,88,12,228,59,7242.016603,165,0,0,0,0,0
146,16,114,867.8326722,233,97,9.982905983,117,253,LargeClass,864.7511607,119,0.519739139,1559.217418,133,120,584,75,15565.52089,221,0,0,0,0,0
43,11,61,230.8035223,87,97,6.391891892,37,86,LargeClass,128.9111652,22,0.121007521,363.0225625,48,27,271,22,2320.400974,65,0,0,0,0,0
280,5,84,1078.608739,427,0,4.72972973,148,564,LargeClass,804.7418802,0,1.020872557,3062.61767,153,0,648,142,14485.35384,422,0,0,0,0,0
220,14,97,1042.835778,474,4,11.07913669,139,789,LargeClass,1487.503451,39,0.805570051,2416.710152,153,39,929,113,26775.06211,333,0,0,0,0,0
359,6,38,886.2328106,173,119,8.616,125,218,LargeClass,1912.265801,40,1.331661422,3994.984265,131,39,414,209,34420.78443,568,0,0,0,0,0
136,15,218,879.0866728,306,77,8.571428571,119,350,LargeClass,699.8793103,56,0.489915517,1469.746552,134,55,700,72,12597.82759,208,0,0,0,0,0
370,16,213,2436.173636,579,231,10.20689655,290,620,LargeClass,2626.798459,52,1.544131527,4632.39458,306,55,1119,191,47282.37226,561,0,0,0,0,0
20,7,164,100.3621072,191,491,3.684210526,19,144,LargeClass,29.82442745,9,0.04857121,145.7136313,26,9,808,11,536.8396941,31,0,0,0,0,0
723,12,180,3480.396149,873,0,10.89949749,398,1354,LargeClass,5912.623221,231,3.254805037,9764.415112,410,222,1756,402,106427.218,1125,0,0,0,0,0
300,12,118,1223.297167,864,0,11.18012422,161,862,LargeClass,2239.624031,104,1.201931563,3605.79469,173,103,1083,185,40313.23256,485,0,0,0,0,0
21,5,10,98.04820237,39,0,2.625,20,40,LargeClass,23.02578694,1,0.05263037,157.8911105,25,1,51,13,414.4641649,34,0,0,0,0,0
58,10,42,294.284957,195,3,6.170212766,47,203,LargeClass,185.9492242,9,0.18081959,542.4587713,57,8,256,35,3347.086036,93,0,0,0,0,0
17,5,13,81.09650878,109,0,2.5,17,119,LargeClass,16.10350307,17,0.038648407,115.9452221,22,17,149,9,289.8630552,26,0,0,0,0,0
80,6,48,482.6711768,340,0,3.2,75,338,LargeClass,155.5376534,44,0.2916331,874.8993004,81,44,430,58,2799.677761,138,0,0,0,0,0
79,15,28,405.6792988,171,0,10.04237288,59,149,LargeClass,415.7176406,2,0.248378135,745.1344039,74,29,206,41,7482.91753,120,0,0,0,0,0
362,19,147,1582.254831,750,119,17.45685279,197,767,LargeClass,4286.904436,106,1.473428625,4420.285876,216,107,1140,208,77164.27984,570,0,0,0,0,0
131,8,54,928.4483159,117,0,4.062015504,129,137,LargeClass,315.5536847,6,0.466104107,1398.31232,137,5,196,66,5679.966324,197,0,0,0,0,0
20,4,8,94.4385619,82,0,2.0,20,50,LargeClass,15.28320834,0,0.045849625,137.548875,24,0,58,10,275.09775,30,0,0,0,0,0
169,8,38,1213.0557,118,0,4.172839506,162,133,LargeClass,429.4194335,10,0.617449245,1852.347734,170,10,181,81,7729.549804,250,0,0,0,0,0
304,17,176,2221.692682,706,430,9.677902622,267,737,LargeClass,2055.065738,22,1.274077133,3822.231399,284,19,1362,165,36991.18328,469,0,0,0,0,0
286,12,85,2015.660235,536,0,6.919354839,248,588,LargeClass,1369.237035,32,1.187310436,3561.931309,260,24,697,158,24646.26664,444,0,0,0,0,0
12,4,9,51.01955001,47,0,2.0,12,56,LargeClass,8.444444444,1,0.025333333,76.0,16,0,65,7,152.0,19,0,0,0,0,0
63,9,21,361.0040558,122,0,4.973684211,57,131,LargeClass,162.0056687,42,0.19543541,586.3062296,66,43,195,34,2916.102037,97,0,0,0,0,0
6,2,7,13.60964047,24,0,1.2,5,38,LargeClass,1.684412953,0,0.008422065,25.2661943,7,0,45,3,30.31943316,9,0,0,0,0,0
193,11,88,1333.125916,401,50,6.100574713,174,442,LargeClass,755.5524203,53,0.743096304,2229.288912,185,61,641,103,13599.94357,296,0,0,0,0,0
105,14,68,543.564342,186,85,9.423076923,78,182,LargeClass,546.41801,1,0.347923304,1043.769913,92,1,336,55,9835.52418,160,0,0,0,0,0
25,5,69,121.6487405,168,0,2.604166667,24,168,LargeClass,26.70765015,2,0.061534426,184.6032778,29,2,239,13,480.7377026,38,0,0,0,0,0
39,4,39,142.6059378,253,0,2.785714286,28,264,LargeClass,47.20238095,5,0.101666667,305.0,32,6,309,22,849.6428571,61,0,0,0,0,0
44,9,39,234.6600115,166,0,5.076923077,39,176,LargeClass,107.1167167,31,0.126592483,379.77745,48,32,247,24,1928.1009,68,0,0,0,0,0
97,13,32,561.6335666,220,115,7.783950617,81,225,LargeClass,425.1716328,82,0.327729443,983.1883278,94,82,454,53,7653.089391,150,0,0,0,0,0
137,11,50,662.1900306,485,0,7.931578947,95,486,LargeClass,649.2502255,80,0.491138193,1473.41458,106,79,615,82,11686.50406,219,0,0,0,0,0
316,10,37,1014.195656,420,0,11.44927536,138,430,LargeClass,2242.418623,65,1.175140899,3525.422696,148,65,532,173,40363.53521,489,0,0,0,0,0
171,9,21,589.0654092,212,0,8.844827586,87,214,LargeClass,850.9928694,43,0.577281713,1731.845138,96,43,278,92,15317.87165,263,0,0,0,0,0
91,12,35,419.5881852,445,0,8.666666667,63,523,LargeClass,449.8591276,90,0.311440935,934.3228036,75,90,648,59,8097.464298,150,0,0,0,0,0
177,9,31,526.5280041,388,0,10.08227848,79,409,LargeClass,1078.193608,66,0.641636874,1924.910622,88,66,506,121,19407.48495,298,0,0,0,0,0
68,10,137,301.297481,196,477,7.083333333,48,172,LargeClass,239.7432963,8,0.203076674,609.2300235,58,8,794,36,4315.379333,104,0,0,0,0,0
141,16,180,909.5499552,355,412,9.245901639,122,334,LargeClass,785.0452419,18,0.509444253,1528.332758,138,18,944,74,14130.81435,215,0,0,0,0,0
72,11,66,407.213919,344,0,6.387096774,62,443,LargeClass,278.9414487,21,0.262035906,786.107719,73,21,530,55,5020.946076,127,0,0,0,0,0
60,2,29,356.4134357,166,0,1.0,60,139,LargeClass,29.77098155,27,0.178625889,535.8776679,62,54,222,30,535.8776679,90,0,0,0,0,0
190,8,30,1186.74839,173,0,4.779874214,159,151,LargeClass,560.7693798,29,0.703913143,2111.739428,167,56,237,96,10093.84884,286,0,0,0,0,0
64,4,29,392.0,168,0,2.0,64,168,LargeClass,65.60932173,27,0.196827965,590.4838956,68,54,251,33,1180.967791,97,0,0,0,0,0
72,2,33,446.2346001,177,0,1.0,72,146,LargeClass,37.25672019,31,0.223540321,670.6209635,74,62,241,36,670.6209635,108,0,0,0,0,0
105,13,55,648.2734163,254,73,7.418478261,92,271,LargeClass,445.5181661,49,0.360331176,1080.993528,105,49,448,56,8019.32699,161,0,0,0,0,0
32,8,24,177.5800856,109,4,4.129032258,31,174,LargeClass,58.19625669,40,0.084566436,253.6993065,39,40,242,16,1047.53262,48,0,0,0,0,0
191,14,80,1277.559515,451,110,8.054216867,166,577,LargeClass,985.5698231,65,0.734201603,2202.60481,180,60,827,103,17740.25682,294,0,0,0,0,0
40,4,173,207.4212455,1013,41,2.105263158,38,1063,LargeClass,42.25558682,74,0.120428422,361.2852673,42,72,1349,27,760.6005628,67,0,0,0,0,0
200,17,175,1197.286151,502,163,10.96774194,155,462,LargeClass,1375.589113,40,0.752528162,2257.584485,172,70,870,104,24760.60403,304,0,0,0,0,0
4,1,6,8.0,18,0,0.5,4,18,LargeClass,0.386988016,3,0.004643856,13.93156857,5,3,27,2,6.965784285,6,0,0,0,0,0
16,5,10,64.91260938,51,0,2.857142857,14,49,LargeClass,16.85685521,11,0.035399396,106.1981878,19,11,70,9,303.4233938,25,0,0,0,0,0
59,6,10,241.9871068,52,0,4.214285714,42,54,LargeClass,118.9907288,13,0.169410529,508.2315876,48,13,77,32,2141.833119,91,0,0,0,0,0
